income,education_years,land_owned,age,employment_years,has_collateral,num_dependents,credit_score,district,gender,caste,loan_approved
70049,2,2.632,18,33,0,4,590,Patna,0,1,0
36559,0,0.835,18,31,1,7,446,Pune,1,1,0
46131,8,5.58,37,5,0,8,702,Pune,0,0,0
67428,11,0.31,66,27,0,5,396,Mumbai,0,0,0
17470,0,0.4610000000000001,28,0,1,2,378,Pune,1,1,0
42380,0,0.463,43,22,0,1,185,Chennai,1,1,0
22903,0,0.544,61,7,0,2,243,Chennai,1,1,0
82691,8,2.684,20,16,0,8,682,Pune,0,1,0
167679,18,0.19,23,26,0,6,587,Hyderabad,0,0,1
61146,0,0.502,60,15,1,8,368,Mumbai,1,1,0
62663,0,1.47,62,11,0,5,184,Hyderabad,1,0,0
86889,0,0.8575,28,23,0,7,281,Chennai,1,0,0
172495,15,6.68,25,34,1,8,717,Lucknow,0,0,1
89707,0,2.28,46,12,0,2,780,Delhi,0,0,1
41918,5,0.7925,27,11,0,6,388,Delhi,1,0,0
41878,0,3.8520000000000003,51,1,0,8,369,Bhopal,0,1,0
97152,6,3.48,41,3,0,1,705,Hyderabad,0,0,1
79981,6,1.3880000000000001,63,26,0,6,668,Chennai,0,1,0
119944,8,2.384,65,24,0,4,491,Jaipur,0,1,0
105732,0,2.4275,34,0,1,7,213,Chennai,1,0,0
54958,0,0.9830000000000001,49,23,1,3,389,Jaipur,1,1,0
32975,4,0.58,28,8,0,0,546,Lucknow,1,1,0
116262,6,0.004,51,0,0,7,590,Pune,0,1,0
70778,0,2.2525,41,24,0,5,331,Chennai,1,0,0
33810,0,1.425,22,21,0,7,488,Bhopal,1,0,0
111762,3,3.66,46,4,0,2,467,Pune,0,0,0
79271,6,3.316,65,11,0,7,193,Delhi,0,1,0
86743,0,1.6,65,37,0,7,386,Hyderabad,0,1,0
50518,5,0.034,51,23,0,0,42,Chennai,1,1,0
7866,0,0.8210000000000002,33,29,0,3,441,Mumbai,1,1,0
89218,12,5.46,42,16,1,6,814,Chennai,0,0,1
98951,0,0.845,54,31,0,0,514,Lucknow,1,0,0
26086,10,0.6275,25,23,0,2,357,Patna,1,0,0
24759,16,2.3760000000000003,46,23,0,2,710,Bhopal,0,1,0
116385,7,0.8320000000000001,69,11,1,5,583,Mumbai,0,1,0
13937,8,0.32400000000000007,63,22,0,4,213,Lucknow,1,1,0
32336,0,0.637,42,10,1,6,373,Pune,1,1,0
33990,5,8.82,59,28,0,2,431,Hyderabad,0,0,0
68425,3,2.132,40,20,0,0,188,Lucknow,0,1,0
95360,12,7.59,51,25,0,2,452,Delhi,0,0,0
51081,4,7.63,20,27,1,7,730,Delhi,0,0,1
56164,0,0.664,47,8,0,4,482,Jaipur,1,1,0
67799,2,0.615,67,0,0,2,424,Hyderabad,1,0,0
17182,4,2.1675,70,12,1,7,403,Delhi,1,0,0
50025,0,0.43600000000000005,51,25,0,5,471,Chennai,1,1,0
11516,0,0.11,49,2,0,2,309,Pune,1,0,0
83200,2,0.9800000000000001,70,19,1,4,707,Kolkata,0,1,0
125862,14,3.064,46,38,0,0,691,Delhi,0,1,1
50063,5,0.69,26,15,1,5,642,Patna,0,0,0
112526,6,0.588,19,28,0,8,609,Kolkata,0,1,0
104962,4,1.735,56,0,0,6,153,Kolkata,1,0,0
34164,0,2.2325,24,9,0,7,590,Patna,1,0,0
99703,1,6.34,63,21,1,5,693,Kolkata,0,0,0
92233,12,0.555,22,0,1,4,614,Chennai,1,0,0
143557,3,0.53,25,6,0,5,812,Lucknow,0,0,1
23141,0,1.5375,49,16,0,6,441,Delhi,1,0,0
21308,6,0.047,35,21,0,8,114,Mumbai,1,1,0
54760,0,1.5325,55,25,0,7,333,Delhi,1,0,0
29766,0,0.565,63,32,0,4,264,Kolkata,1,0,0
16599,0,0.9050000000000001,35,2,0,6,177,Pune,1,1,0
20844,0,0.47500000000000003,66,6,0,7,359,Patna,1,1,0
45357,0,0.56,58,26,0,0,404,Pune,1,0,0
123711,14,3.412,62,22,0,7,424,Mumbai,0,1,0
82293,5,2.54,33,20,0,6,505,Chennai,0,0,0
39774,7,0.307,38,19,0,1,341,Kolkata,1,1,0
119551,5,3.3360000000000003,27,12,0,1,539,Patna,0,1,0
34713,6,1.236,59,33,0,5,678,Jaipur,0,1,0
58527,0,4.1,21,37,0,2,440,Jaipur,0,0,0
59947,0,1.3920000000000001,61,5,0,0,401,Mumbai,0,1,0
95266,8,0.46399999999999997,25,3,0,7,568,Mumbai,0,1,0
85185,0,0.0975,64,0,0,6,449,Hyderabad,1,0,0
59589,13,1.8125,70,31,0,3,512,Mumbai,1,0,0
60897,0,0.645,36,0,0,0,357,Mumbai,1,1,0
40399,15,1.128,64,20,0,1,573,Chennai,0,1,0
79977,0,1.184,57,27,0,8,219,Hyderabad,0,1,0
38010,11,2.3625,57,0,0,3,392,Jaipur,1,0,0
160051,8,9.88,68,22,0,2,719,Jaipur,0,0,1
15489,3,0.4730000000000001,26,0,0,7,69,Patna,1,1,0
70351,10,2.005,47,10,0,3,577,Pune,1,0,0
18113,9,2.9480000000000004,34,10,0,6,413,Lucknow,0,1,0
48252,0,1.1880000000000002,57,9,0,4,376,Kolkata,0,1,0
40851,4,0.59,61,27,0,4,808,Patna,0,0,0
25453,14,0.3575,32,11,0,5,655,Patna,1,0,0
48621,10,2.095,21,19,1,3,266,Chennai,1,0,0
16746,0,1.8275,23,20,0,1,578,Lucknow,1,0,0
32611,0,0.664,33,0,0,5,66,Patna,1,1,0
67652,0,0.524,43,18,0,4,209,Delhi,0,1,0
11248,0,1.6,54,12,0,2,226,Jaipur,1,0,0
66415,1,3.088,40,17,0,3,569,Mumbai,0,1,0
103063,13,2.1525,30,0,0,2,525,Mumbai,1,0,0
43318,14,0.0325,64,0,0,2,240,Bhopal,1,0,0
19258,2,0.684,34,32,0,3,10,Chennai,1,1,0
61361,0,0.0475,44,16,0,1,466,Hyderabad,1,0,0
49602,0,0.7070000000000001,69,25,0,3,252,Kolkata,1,1,0
76320,13,1.59,39,0,0,1,238,Jaipur,1,0,0
90922,0,0.592,54,8,0,7,699,Delhi,0,1,0
97319,7,1.915,36,9,0,4,334,Patna,1,0,0
93202,0,0.272,56,10,0,6,259,Patna,0,1,0
40372,16,8.26,52,12,0,3,718,Chennai,0,0,0
10253,14,0.655,30,29,0,5,408,Kolkata,1,0,0
95740,7,1.7225,31,0,1,3,353,Pune,1,0,0
17540,5,0.924,65,7,0,5,260,Delhi,1,1,0
29122,13,3.4,48,3,0,0,321,Kolkata,0,0,0
170892,15,5.03,62,33,0,5,377,Pune,0,0,1
83431,19,4.63,19,6,1,5,313,Kolkata,0,0,0
70745,7,1.58,63,14,1,1,447,Patna,0,0,0
35794,0,1.475,69,29,0,8,149,Patna,1,0,0
100608,14,2.972,56,10,0,5,617,Lucknow,0,1,0
107162,0,3.668,54,31,0,6,709,Bhopal,0,1,1
100276,0,3.404,31,26,0,1,242,Bhopal,0,1,0
91253,14,5.1,26,29,0,1,729,Chennai,0,0,1
18300,0,0.7190000000000001,27,8,0,1,134,Pune,1,1,0
13866,11,2.0025,24,27,0,8,276,Patna,1,0,0
45075,3,0.493,45,10,0,2,253,Bhopal,1,1,0
59921,6,0.11499999999999999,63,0,0,3,186,Lucknow,1,1,0
63414,2,0.438,42,12,0,0,378,Hyderabad,1,1,0
191314,0,8.42,63,27,1,0,626,Patna,0,0,1
116971,4,5.97,45,2,0,3,498,Lucknow,0,0,0
108783,12,7.24,19,13,0,1,470,Mumbai,0,0,0
91442,9,0.7400000000000001,34,1,0,7,494,Kolkata,0,1,0
102893,2,9.64,69,28,0,3,305,Bhopal,0,0,0
95569,8,1.01,21,9,1,2,375,Hyderabad,1,0,0
60424,14,2.616,30,36,0,2,499,Lucknow,0,1,0
35530,6,0.019000000000000003,35,15,0,5,247,Pune,1,1,0
20680,0,0.3175,20,3,0,5,123,Delhi,1,0,0
58662,5,0.782,68,23,0,5,512,Hyderabad,1,1,0
154227,13,9.68,54,17,1,5,805,Jaipur,0,0,1
118851,7,1.2800000000000002,50,12,0,7,210,Mumbai,0,1,0
34710,11,0.37,58,3,0,7,574,Patna,0,0,0
68042,4,0.9025,41,14,0,8,444,Patna,1,0,0
60990,6,0.017,25,1,0,0,176,Mumbai,1,1,0
93422,3,0.768,52,4,0,7,466,Patna,0,1,0
90570,10,1.88,19,31,0,4,198,Delhi,1,0,0
27965,10,0.9369999999999999,50,5,0,2,242,Kolkata,1,1,0
83071,13,0.2175,29,25,0,2,620,Patna,1,0,0
64537,6,2.232,39,27,1,5,384,Mumbai,0,1,0
91351,0,0.635,30,0,0,7,579,Patna,1,0,0
123197,5,0.5559999999999999,27,15,0,1,562,Hyderabad,0,1,0
20722,9,2.19,34,30,0,8,632,Mumbai,0,0,0
62020,0,0.5780000000000001,60,0,0,4,165,Hyderabad,1,1,0
52827,0,0.1625,22,0,0,4,280,Delhi,1,0,0
54227,0,1.085,26,20,0,0,125,Lucknow,1,0,0
53125,7,0.54,30,35,0,5,384,Jaipur,0,1,0
102939,6,1.092,69,38,1,4,711,Jaipur,0,1,1
45827,6,0.4775,40,0,0,6,219,Mumbai,1,0,0
21348,0,2.2075,47,0,0,6,164,Delhi,1,0,0
36201,1,2.8320000000000003,60,16,0,3,636,Patna,0,1,0
59263,0,0.868,21,11,0,4,226,Bhopal,1,1,0
171314,5,3.83,38,13,0,7,614,Bhopal,0,0,1
38962,11,0.7825,60,20,0,1,171,Mumbai,1,0,0
78923,2,0.9525,26,4,0,0,265,Kolkata,1,0,0
43648,4,0.019000000000000003,24,27,0,5,280,Kolkata,1,1,0
70046,3,2.9000000000000004,33,16,0,3,302,Mumbai,0,1,0
109805,12,0.875,40,0,0,2,590,Hyderabad,1,0,0
36015,5,0.313,40,11,0,6,296,Kolkata,1,1,0
43482,5,5.98,48,10,1,7,811,Kolkata,0,0,0
24171,5,4.36,22,21,0,3,801,Kolkata,0,0,0
75240,0,3.9240000000000004,23,7,0,5,381,Pune,0,1,0
80031,5,1.4240000000000002,68,27,0,1,594,Patna,0,1,0
94719,0,2.456,18,40,0,7,601,Bhopal,0,1,0
121082,13,3.12,65,29,0,5,819,Kolkata,0,0,1
12152,0,3.9640000000000004,45,32,0,8,252,Chennai,0,1,0
91851,7,1.7800000000000002,35,32,0,5,524,Delhi,0,1,0
59391,0,0.634,41,27,0,5,26,Mumbai,1,1,0
91511,4,0.3175,30,18,0,1,288,Kolkata,1,0,0
18781,5,1.8325,50,11,0,4,328,Hyderabad,1,0,0
79785,3,0.6725,27,24,0,8,662,Delhi,1,0,0
44538,13,1.7960000000000003,24,24,0,0,724,Jaipur,0,1,0
60740,6,8.83,54,18,0,3,609,Jaipur,0,0,0
121611,6,9.71,49,20,1,2,479,Patna,0,0,0
151028,10,4.25,62,32,0,0,737,Chennai,0,0,1
53066,0,3.34,39,2,0,0,656,Patna,0,1,0
43346,13,0.1325,33,5,0,0,514,Hyderabad,1,0,0
109027,0,2.12,41,6,1,0,661,Patna,1,0,0
197385,12,6.3,69,32,0,1,356,Chennai,0,0,1
27967,7,0.489,31,13,0,4,173,Delhi,1,1,0
30417,8,8.9,28,0,0,1,625,Mumbai,0,0,0
170801,8,8.45,36,30,1,3,621,Kolkata,0,0,1
70120,2,0.7425,40,26,1,8,302,Kolkata,1,0,0
16122,0,0.791,51,11,1,2,234,Mumbai,1,1,0
114421,0,0.396,57,31,0,1,365,Patna,0,1,0
87270,0,2.0575,30,3,0,3,385,Jaipur,1,0,0
133474,14,6.75,56,15,1,8,628,Jaipur,0,0,1
24256,2,0.88,61,7,1,3,664,Chennai,0,0,0
17760,0,0.683,45,5,0,4,23,Delhi,1,1,0
69113,1,2.324,57,17,0,3,440,Patna,0,1,0
37934,0,2.3800000000000003,33,29,0,7,534,Hyderabad,0,1,0
17710,0,0.29100000000000004,67,24,0,3,195,Kolkata,1,1,0
172608,14,2.66,68,33,1,1,789,Hyderabad,0,0,1
99700,12,7.63,45,33,0,3,632,Pune,0,0,1
33437,9,0.257,21,0,0,1,320,Lucknow,1,1,0
50988,0,0.446,45,0,0,8,446,Chennai,1,1,0
53246,0,0.6950000000000001,29,0,0,7,376,Chennai,1,1,0
61002,14,0.8,33,21,1,8,502,Bhopal,0,0,0
42127,13,2.3800000000000003,70,7,1,3,269,Delhi,0,1,0
60308,7,0.589,66,28,0,0,176,Bhopal,1,1,0
44310,0,0.684,53,6,0,2,31,Bhopal,1,1,0
53084,10,1.4800000000000002,37,25,0,6,422,Chennai,0,1,0
40755,7,0.44900000000000007,43,30,0,0,69,Delhi,1,1,0
57998,17,3.3,43,2,1,7,370,Hyderabad,0,0,0
77740,15,3.232,39,9,1,8,337,Kolkata,0,1,0
68524,0,0.131,26,0,0,7,548,Lucknow,1,1,0
22812,1,9.63,22,29,1,4,625,Hyderabad,0,0,0
27471,0,0.635,34,13,0,8,34,Chennai,1,1,0
96363,15,3.548,66,2,0,3,659,Pune,0,1,1
123415,0,1.704,51,0,0,8,639,Patna,0,1,0
89601,10,3.32,19,32,1,0,715,Chennai,0,0,1
55178,0,0.901,70,10,0,2,418,Pune,1,1,0
196646,5,0.99,24,35,0,3,810,Mumbai,0,0,1
62857,9,1.17,53,33,0,0,667,Kolkata,0,0,0
50248,0,0.29900000000000004,30,22,0,5,206,Mumbai,1,1,0
19635,4,2.4,37,15,0,3,480,Chennai,1,0,0
120598,0,2.532,47,11,0,3,615,Pune,0,1,0
103632,0,1.385,47,4,0,0,389,Hyderabad,1,0,0
108330,0,7.05,28,15,1,4,532,Chennai,0,0,0
159941,18,4.17,48,15,1,8,405,Patna,0,0,1
108566,0,3.032,20,19,1,5,197,Jaipur,0,1,0
115457,16,1.572,19,40,0,7,674,Kolkata,0,1,1
78353,19,8.26,65,26,0,3,559,Kolkata,0,0,1
124213,16,1.068,20,38,0,8,664,Patna,0,1,1
63674,0,0.695,32,4,0,6,432,Patna,1,0,0
125481,7,2.088,34,3,1,6,281,Pune,0,1,0
106502,19,4.31,65,31,0,7,836,Lucknow,0,0,1
46096,7,0.6480000000000001,69,31,0,1,179,Kolkata,1,1,0
124850,0,3.64,24,33,0,5,809,Bhopal,0,0,1
39061,0,0.924,65,38,0,6,656,Hyderabad,0,1,0
104222,9,1.8800000000000001,22,16,0,2,579,Hyderabad,0,1,0
115037,0,2.244,51,23,0,7,529,Hyderabad,0,1,0
10911,0,0.143,50,20,1,0,214,Mumbai,1,1,0
50331,6,2.228,62,27,1,0,562,Chennai,0,1,0
106227,6,0.7975,33,13,0,2,243,Pune,1,0,0
19245,9,0.98,54,19,1,5,411,Delhi,1,0,0
9214,2,0.279,20,16,1,6,327,Kolkata,1,1,0
64996,0,3.724,64,40,0,1,277,Pune,0,1,0
162745,15,6.83,65,2,1,5,599,Hyderabad,0,0,1
49266,0,0.262,60,4,0,4,29,Bhopal,1,1,0
61893,3,0.645,68,22,0,5,73,Delhi,1,1,0
99245,0,3.3960000000000004,67,12,1,0,351,Chennai,0,1,0
14569,12,1.6079999999999999,38,40,0,6,263,Chennai,0,1,0
189956,10,8.3,58,17,0,7,589,Jaipur,0,0,1
105973,14,0.6160000000000001,25,36,1,6,264,Kolkata,0,1,0
183798,2,8.23,39,33,1,8,553,Kolkata,0,0,1
28624,4,1.35,68,8,0,0,638,Delhi,1,0,0
100988,0,0.5575,22,12,0,8,571,Patna,1,0,0
35736,10,1.0175,34,27,0,2,426,Kolkata,1,0,0
115910,2,3.9520000000000004,54,39,1,1,363,Delhi,0,1,0
10357,3,1.96,31,10,0,5,433,Pune,1,0,0
31946,6,2.3000000000000003,56,11,1,4,520,Chennai,0,1,0
45484,0,0.11499999999999999,58,19,0,3,226,Patna,1,1,0
100076,19,4.18,45,10,0,3,563,Pune,0,0,1
109742,3,0.6575,48,28,0,7,569,Chennai,1,0,0
19091,0,0.071,34,19,1,2,250,Pune,1,1,0
34825,9,2.168,52,34,0,0,587,Kolkata,0,1,0
105453,11,8.89,57,14,1,4,469,Hyderabad,0,0,1
92614,8,1.69,39,7,0,7,251,Jaipur,1,0,0
32430,0,0.25,62,0,1,2,45,Patna,1,1,0
126435,9,5.74,65,2,0,1,649,Mumbai,0,0,1
166538,18,9.43,70,30,0,0,398,Delhi,0,0,1
71982,0,2.8920000000000003,46,11,1,3,216,Delhi,0,1,0
21619,0,0.6890000000000001,27,0,0,1,437,Delhi,1,1,0
26863,0,0.968,35,16,0,7,74,Hyderabad,1,1,0
112213,12,3.196,52,34,1,8,237,Pune,0,1,0
60232,0,0.137,61,3,0,0,18,Kolkata,1,1,0
70541,2,1.3920000000000001,33,20,0,1,581,Patna,0,1,0
36300,13,2.4125,67,17,0,5,307,Pune,1,0,0
47221,4,1.9600000000000002,66,1,0,6,318,Hyderabad,0,1,0
118032,0,0.44800000000000006,24,13,0,1,322,Chennai,0,1,0
56923,3,0.459,47,0,0,7,107,Chennai,1,1,0
169136,16,6.97,36,16,0,8,520,Mumbai,0,0,1
40711,0,9.98,40,4,0,7,444,Bhopal,0,0,0
16125,0,0.32400000000000007,25,15,0,8,509,Lucknow,1,1,0
28763,9,0.514,34,0,0,5,375,Mumbai,1,1,0
89463,14,2.2,38,14,0,6,124,Kolkata,1,0,0
79985,12,0.8875,43,8,1,5,507,Lucknow,1,0,0
75890,0,0.43600000000000005,45,11,0,6,342,Delhi,0,1,0
153286,7,9.49,56,10,1,2,664,Delhi,0,0,1
141479,12,4.88,50,10,1,3,716,Bhopal,0,0,1
173199,3,5.03,57,33,0,8,808,Jaipur,0,0,1
98288,4,2.484,36,36,0,2,200,Mumbai,0,1,0
24136,2,0.01,46,20,0,1,636,Patna,1,0,0
9739,11,2.3275,37,27,0,6,316,Patna,1,0,0
21693,7,1.444,37,26,0,5,524,Delhi,0,1,0
16548,3,0.9925,27,13,0,2,449,Chennai,1,0,0
39938,4,0.435,29,0,0,5,497,Kolkata,1,0,0
68825,0,0.945,50,27,0,6,330,Pune,1,0,0
68324,0,0.8039999999999999,42,21,0,5,159,Patna,1,1,0
8942,0,0.8,42,0,0,0,353,Chennai,1,1,0
97074,14,3.7439999999999998,70,11,0,0,419,Pune,0,1,0
106263,9,1.0075,21,0,0,8,198,Lucknow,1,0,0
117842,14,7.09,21,16,1,5,451,Hyderabad,0,0,0
176953,6,5.07,26,40,0,1,816,Pune,0,0,1
60500,11,3.2159999999999997,32,31,0,0,562,Kolkata,0,1,0
100609,0,2.8520000000000003,43,7,0,1,531,Patna,0,1,0
67874,15,3.68,32,22,0,7,500,Hyderabad,0,0,0
30060,0,0.337,43,29,1,4,132,Bhopal,1,1,0
17743,14,1.008,45,29,0,6,348,Pune,0,1,0
42128,4,5.77,24,14,1,6,690,Hyderabad,0,0,0
83368,6,9.64,49,9,0,1,684,Hyderabad,0,0,1
33589,8,0.2,29,29,0,3,97,Delhi,1,1,0
17131,0,0.095,52,6,0,1,376,Jaipur,1,1,0
56208,6,0.119,69,21,0,6,339,Pune,1,1,0
86449,1,1.9575,49,17,0,4,650,Jaipur,1,0,0
115646,0,1.4000000000000001,26,13,0,0,311,Patna,0,1,0
148872,1,2.24,31,2,0,1,509,Chennai,0,0,0
122709,10,1.412,30,35,0,5,184,Chennai,0,1,0
96643,15,2.58,61,25,0,3,556,Patna,0,1,0
92603,17,5.47,50,13,1,6,353,Pune,0,0,0
26879,4,1.86,49,22,0,1,617,Lucknow,1,0,0
16723,5,1.356,36,13,0,1,377,Kolkata,0,1,0
39361,0,0.45199999999999996,47,31,0,5,440,Jaipur,1,1,0
137049,4,1.02,33,9,1,7,479,Pune,0,0,0
12720,0,0.073,29,0,0,0,240,Mumbai,1,1,0
55425,6,1.155,27,31,0,4,439,Delhi,1,0,0
84334,6,0.755,19,9,0,0,620,Jaipur,1,0,0
91893,13,2.452,35,35,1,5,202,Pune,0,1,0
91040,0,0.1075,30,27,1,6,299,Hyderabad,1,0,0
106118,15,1.22,46,11,1,5,474,Lucknow,0,0,0
52612,0,3.4600000000000004,41,39,0,8,377,Delhi,0,1,0
10255,8,0.5660000000000001,55,0,0,2,537,Patna,1,1,0
63994,0,0.7120000000000001,29,9,1,7,453,Jaipur,1,1,0
17258,0,0.8420000000000001,46,0,0,2,98,Lucknow,1,1,0
41815,0,0.46399999999999997,39,22,0,6,426,Chennai,1,1,0
107864,5,3.0440000000000005,53,0,0,4,632,Hyderabad,0,1,0
18232,0,2.1,18,30,0,0,370,Mumbai,0,1,0
52790,5,0.892,60,12,0,3,678,Delhi,0,1,0
35406,10,0.338,57,20,0,8,190,Patna,1,1,0
20154,2,1.225,51,0,0,7,260,Patna,1,0,0
27534,4,0.317,51,20,0,2,174,Hyderabad,1,1,0
100758,8,0.84,65,26,0,1,539,Lucknow,1,0,0
37239,0,1.348,50,14,0,8,613,Patna,0,1,0
117735,0,0.492,21,20,1,0,619,Delhi,0,1,0
147610,8,0.85,55,18,1,8,830,Kolkata,0,0,1
100236,2,0.115,47,19,0,6,651,Patna,1,0,0
31086,0,0.2775,70,0,0,1,480,Chennai,1,0,0
22371,5,0.86,69,4,0,4,565,Lucknow,1,0,0
58758,0,0.5940000000000001,63,6,0,1,356,Pune,1,1,0
5424,0,0.188,37,30,1,4,58,Hyderabad,1,1,0
69724,0,3.5520000000000005,43,31,1,6,346,Chennai,0,1,0
17873,0,0.808,32,0,0,4,262,Jaipur,1,1,0
129599,12,2.084,24,29,0,1,610,Patna,0,1,1
56550,0,0.7240000000000001,24,11,1,4,195,Mumbai,1,1,0
120410,18,3.66,67,1,1,5,653,Chennai,0,0,1
32254,0,0.037,46,16,1,4,46,Kolkata,1,1,0
32897,0,2.26,40,2,0,1,428,Jaipur,1,0,0
65059,0,0.512,51,0,1,5,409,Delhi,0,1,0
23494,0,0.9480000000000001,37,1,0,5,410,Jaipur,1,1,0
79687,7,1.43,32,8,0,1,435,Kolkata,1,0,0
17488,0,0.30600000000000005,50,21,0,3,76,Bhopal,1,1,0
57300,0,1.984,70,34,0,6,241,Hyderabad,0,1,0
47612,14,1.255,34,10,1,0,357,Bhopal,1,0,0
30980,8,0.0575,37,25,0,0,197,Bhopal,1,0,0
14162,0,0.355,30,23,0,5,415,Mumbai,1,1,0
27321,0,1.85,61,3,0,6,143,Patna,1,0,0
18655,9,1.275,41,8,1,4,148,Mumbai,1,0,0
19173,20,2.44,64,5,1,7,790,Jaipur,0,0,0
80839,0,1.34,54,12,0,3,314,Pune,0,1,0
41400,15,8.63,24,38,0,2,650,Jaipur,0,0,0
127736,7,2.104,25,21,0,6,529,Hyderabad,0,1,0
46917,9,1.32,40,2,0,3,400,Patna,1,0,0
100999,12,2.4025,31,0,0,0,595,Lucknow,1,0,0
191886,7,3.21,21,20,0,7,591,Pune,0,0,1
103791,5,4.8,38,0,0,4,488,Patna,0,0,0
113122,5,3.2479999999999998,63,29,0,7,598,Lucknow,0,1,1
55596,0,3.036,27,18,1,7,647,Bhopal,0,1,0
77084,13,1.064,39,28,0,4,385,Delhi,0,1,0
86157,3,0.3775,47,26,0,7,361,Patna,1,0,0
146060,9,7.01,47,19,0,6,605,Lucknow,0,0,1
90582,0,0.645,33,27,0,2,303,Kolkata,1,0,0
19373,7,0.923,28,30,0,3,477,Pune,1,1,0
124903,0,1.29,39,0,1,6,803,Mumbai,0,0,1
80553,0,0.795,46,14,0,3,247,Patna,1,0,0
40862,10,0.05500000000000001,42,22,0,5,448,Pune,1,1,0
70896,0,1.7575,31,26,0,1,349,Hyderabad,1,0,0
29454,4,0.891,31,13,1,1,40,Delhi,1,1,0
103912,0,2.5440000000000005,19,6,0,2,571,Chennai,0,1,0
26098,9,0.9380000000000002,30,24,0,6,339,Kolkata,1,1,0
27792,3,0.3225,20,27,1,2,140,Hyderabad,1,0,0
198887,8,0.88,47,6,1,2,646,Mumbai,0,0,1
19986,1,8.38,35,26,0,3,309,Lucknow,0,0,0
30743,9,3.4240000000000004,53,1,0,5,266,Hyderabad,0,1,0
9064,9,2.0775,38,8,0,0,664,Patna,1,0,0
46415,0,3.196,70,0,0,5,518,Kolkata,0,1,0
48959,0,0.36200000000000004,36,21,0,7,3,Pune,1,1,0
162907,6,2.17,33,21,0,7,322,Patna,0,0,0
77195,3,2.3225,45,19,0,5,316,Kolkata,1,0,0
27818,15,1.228,21,32,1,5,677,Lucknow,0,1,0
69321,0,1.592,68,25,1,2,452,Bhopal,0,1,0
43937,6,1.75,32,26,0,1,570,Bhopal,1,0,0
34477,0,2.93,18,10,0,6,406,Chennai,0,0,0
106169,0,3.276,65,6,0,7,557,Mumbai,0,1,0
51056,5,0.06999999999999999,64,19,1,5,199,Jaipur,1,1,0
189598,14,7.91,33,24,0,4,301,Delhi,0,0,1
92576,12,2.408,37,40,0,3,300,Hyderabad,0,1,0
86878,9,1.4325,50,22,0,0,268,Lucknow,1,0,0
21634,6,1.145,34,0,0,8,271,Bhopal,1,0,0
102261,6,1.108,22,32,0,3,485,Lucknow,0,1,0
66046,12,1.8559999999999999,22,33,0,1,654,Pune,0,1,0
14543,10,1.125,56,12,0,3,483,Pune,1,0,0
21910,0,0.584,30,28,0,4,70,Lucknow,1,1,0
68747,12,2.82,61,18,1,1,332,Lucknow,0,0,0
18706,3,0.07800000000000001,53,28,1,6,156,Mumbai,1,1,0
105476,6,0.58,47,20,0,2,509,Mumbai,0,1,0
57087,5,2.7960000000000003,21,13,0,7,566,Lucknow,0,1,0
43423,0,0.022000000000000002,40,1,1,3,158,Pune,1,1,0
80401,10,2.14,38,0,1,4,658,Mumbai,1,0,0
56128,8,1.735,38,20,0,2,346,Delhi,1,0,0
91109,2,1.92,23,31,0,4,371,Hyderabad,1,0,0
48569,5,3.344,41,7,0,8,546,Bhopal,0,1,0
58869,1,0.3075,64,30,0,1,381,Mumbai,1,0,0
105686,16,3.2880000000000003,70,12,0,6,717,Mumbai,0,1,1
53274,8,2.02,48,18,0,7,222,Chennai,0,1,0
34552,17,8.86,36,10,0,2,830,Kolkata,0,0,0
156880,4,8.87,55,1,1,3,315,Hyderabad,0,0,0
110299,1,0.096,29,5,0,1,284,Jaipur,0,1,0
5679,6,0.383,31,20,0,8,202,Chennai,1,1,0
16731,0,0.526,67,32,0,2,58,Bhopal,1,1,0
65015,15,2.712,29,4,0,8,227,Jaipur,0,1,0
47775,5,0.286,32,32,0,6,276,Bhopal,1,1,0
47635,0,0.252,36,21,0,5,411,Patna,1,1,0
96938,1,3.81,45,38,0,2,477,Mumbai,0,0,0
137746,4,5.01,57,35,0,6,413,Bhopal,0,0,0
14674,0,0.9510000000000001,58,18,0,2,295,Pune,1,1,0
92789,3,7.62,22,17,0,5,737,Patna,0,0,1
54739,0,1.0725,22,27,0,7,385,Kolkata,1,0,0
84654,0,0.135,23,7,0,4,281,Chennai,1,0,0
61220,8,1.69,40,4,1,2,803,Hyderabad,0,0,0
33639,5,1.14,20,0,0,5,155,Patna,1,0,0
82410,3,2.035,54,25,0,7,577,Lucknow,1,0,0
132126,1,3.81,50,33,1,2,670,Lucknow,0,0,1
96486,10,5.38,60,35,1,4,785,Jaipur,0,0,1
68404,0,0.892,38,22,0,8,271,Hyderabad,1,1,0
90277,5,9.14,37,19,1,2,478,Chennai,0,0,0
42629,7,0.21600000000000003,18,8,0,1,479,Delhi,1,1,0
137332,1,0.44,56,19,0,7,458,Lucknow,0,0,0
24655,0,1.22,64,27,0,6,383,Hyderabad,0,1,0
37220,0,0.6960000000000001,34,12,0,8,277,Jaipur,1,1,0
38848,9,2.3775,46,10,0,3,262,Patna,1,0,0
23921,1,0.07700000000000001,25,0,0,2,519,Mumbai,1,1,0
109776,0,0.28,43,29,0,4,811,Bhopal,0,0,1
22545,14,2.21,45,0,0,0,235,Hyderabad,1,0,0
119092,7,7.48,51,5,1,4,691,Patna,0,0,1
